Team,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
TOR,49,1/31/17,,NOP,W,108,106,109.5,107.4,89.4,0.16,0.33,0.537,53,44.2,5.1,9.4,,0.511,12.2,27.7,0.128,,0.489,9.7,75.5,0.149
TOR,50,2/1/17,@,BOS,L,104,109,111,116.3,93.7,0.321,0.397,0.584,51.3,41.5,6.4,9.8,,0.577,14.4,22.9,0.179,,0.483,8.2,73.3,0.287
TOR,51,2/3/17,@,ORL,L,94,102,102.8,111.6,91.4,0.241,0.322,0.488,48.9,44.1,5.5,7.6,,0.448,10.3,27.1,0.184,,0.494,10.5,73.8,0.288
TOR,52,2/5/17,@,BRK,W,103,95,105.9,97.7,97.3,0.23,0.218,0.538,51.7,52.5,8.2,9.5,,0.489,10.3,18.6,0.207,,0.507,19.8,84.1,0.237
TOR,53,2/6/17,,LAC,W,118,109,125.4,115.8,94.1,0.345,0.286,0.61,54.7,48.8,6.4,1.8,,0.548,8.5,26.8,0.31,,0.539,8.4,80,0.133
TOR,54,2/8/17,@,MIN,L,109,112,124.1,127.5,87.8,0.253,0.354,0.621,50,45.2,6.8,4.9,,0.601,12.9,28.6,0.177,,0.531,7.9,70.3,0.338
TOR,55,2/12/17,,DET,L,101,102,114.2,115.3,88.4,0.333,0.213,0.587,48.1,47.4,4.5,9.4,,0.56,9.5,16.7,0.227,,0.476,6.7,74.4,0.262
TOR,56,2/14/17,@,CHI,L,94,105,99.7,111.4,94.3,0.312,0.26,0.537,47.9,42.9,9.5,1.8,,0.487,15.4,21.1,0.247,,0.527,16.1,78.8,0.384
TOR,57,2/15/17,,CHO,W,90,85,96.1,90.8,93.6,0.226,0.381,0.487,51.1,59.4,8.5,10.5,,0.452,13.2,17,0.167,,0.507,17.5,88.4,0.105
TOR,58,2/24/17,,BOS,W,107,97,119.4,108.2,89.6,0.358,0.185,0.571,53.2,37.5,7.8,10,,0.525,8.8,25.6,0.272,,0.5,11.1,81.6,0.244
TOR,59,2/26/17,,POR,W,112,106,120.1,113.7,93.2,0.346,0.256,0.623,50,38.1,7.5,8.6,,0.583,10,13.9,0.269,,0.5,8.7,81,0.342
TOR,60,2/27/17,@,NYK,W,92,91,104.9,103.7,87.7,0.295,0.333,0.522,50.6,36.4,10.3,6.1,,0.468,12,25.6,0.244,,0.514,17.3,78.9,0.219
TOR,61,3/1/17,,WAS,L,96,105,101.8,111.4,94.3,0.289,0.222,0.473,53.2,33.3,8.5,6.8,,0.406,9.8,30.2,0.256,,0.53,11.5,82.9,0.19
TOR,62,3/3/17,@,WAS,W,114,106,116.2,108.1,98.1,0.333,0.309,0.614,53.1,39,5.1,14.5,,0.574,15.5,26.8,0.259,,0.424,9.4,72.7,0.304
TOR,63,3/4/17,@,MIL,L,94,101,103.6,111.4,90.7,0.267,0.28,0.561,46.2,57.1,2.2,6.7,,0.513,11.6,8.3,0.227,,0.471,5.8,78.6,0.218
TOR,64,3/8/17,@,NOP,W,94,87,105.9,98,88.7,0.303,0.276,0.546,51.2,58.3,6.8,11.8,,0.526,11.3,20,0.184,,0.481,14,81,0.125
TOR,65,3/10/17,@,ATL,L,99,105,101.3,107.4,97.8,0.293,0.272,0.477,50.5,51.4,17.4,9.4,,0.424,9.6,30.2,0.228,,0.573,19.3,78.9,0.253
TOR,66,3/11/17,@,MIA,L,89,104,96.6,112.9,92.1,0.284,0.17,0.449,57.8,21.2,6.5,11.4,,0.386,10.8,33.3,0.239,,0.563,12.2,91.4,0.319
TOR,67,3/13/17,,DAL,W,100,78,113.8,88.7,87.9,0.231,0.321,0.582,61.8,51.4,8,10,,0.532,12.3,25,0.218,,0.406,7.2,86.8,0.106
TOR,68,3/16/17,,OKC,L,102,123,101.1,121.9,100.9,0.37,0.247,0.541,40.5,40.5,9.9,15.9,,0.488,12.9,14,0.284,,0.614,15.7,72.2,0.17
TOR,69,3/17/17,@,DET,W,87,75,96.6,83.3,90.1,0.256,0.346,0.501,52,63.3,5.6,3.2,,0.442,12.1,17.8,0.231,,0.367,11.5,78.9,0.169
TOR,70,3/19/17,,IND,W,116,91,122.9,96.4,94.4,0.176,0.297,0.592,60.7,55.6,7.4,12.3,,0.56,14,36.8,0.154,,0.45,12.4,80.4,0.238
TOR,71,3/21/17,,CHI,W,122,120,117.3,115.4,94.2,0.284,0.242,0.571,56.2,38.3,5.8,7.5,,0.537,13,34.8,0.211,,0.544,12.1,79.1,0.244
TOR,72,3/23/17,@,MIA,W,101,84,105.6,87.8,95.7,0.405,0.291,0.543,58.6,28.6,9.4,5.1,,0.481,15.4,29.7,0.316,,0.427,14.8,80,0.171
TOR,73,3/25/17,@,DAL,W,94,86,109.2,99.9,86.1,0.111,0.259,0.553,52.4,56.4,10.5,5.6,,0.537,14.1,30,0.086,,0.421,11.7,72.7,0.207
TOR,74,3/27/17,,ORL,W,131,112,128.8,110.1,101.7,0.422,0.181,0.666,56.6,49,6.9,11.8,,0.651,13.2,26.5,0.277,,0.511,9.9,81,0.25
TOR,75,3/29/17,,CHO,L,106,110,118.3,122.8,89.6,0.289,0.373,0.566,53.7,60.5,4.5,13,,0.524,12.2,32.5,0.229,,0.547,7.7,73.8,0.186
TOR,76,3/31/17,,IND,W,111,100,117.9,106.2,94.1,0.427,0.329,0.57,55.8,62.2,7.4,8.2,,0.537,12.6,34.8,0.28,,0.477,11.9,75.5,0.195
TOR,77,4/2/17,,PHI,W,113,105,119.6,111.1,94.5,0.224,0.224,0.605,50,54.3,12.7,20.5,,0.576,13.8,29.4,0.176,,0.519,17.3,67.5,0.275
TOR,78,4/4/17,@,IND,L,90,108,97.4,116.9,92.4,0.25,0.303,0.533,48.2,32.4,7.6,7.8,,0.48,13.4,15.4,0.224,,0.506,10.2,77.3,0.202
TOR,79,4/5/17,@,DET,W,105,102,113.3,110,92.7,0.172,0.345,0.561,44.4,70.7,7.6,3.3,,0.529,10.5,17.5,0.149,,0.562,13.6,70.7,0.136
TOR,80,4/7/17,,MIA,W,96,94,100.2,98.1,95.8,0.282,0.235,0.502,50,40,10.4,6.7,,0.465,13.6,28.6,0.2,,0.446,16.6,69.6,0.241
TOR,81,4/9/17,@,NYK,W,110,97,120.4,106.2,91.3,0.299,0.403,0.631,53.2,50,8.8,1.9,,0.584,10.3,14.3,0.26,,0.506,11,85.7,0.171
TOR,82,4/12/17,@,CLE,W,98,83,111.1,94.1,88.2,0.186,0.302,0.527,53.3,50,9.1,5.1,,0.512,7.9,27.3,0.116,,0.434,14.8,78.3,0.224
NYK,1,10/25/16,@,CLE,L,88,117,88.1,117.1,99.9,0.23,0.31,0.459,45.2,53.1,6,10.2,,0.42,15.8,24.5,0.172,,0.548,12,72.5,0.149
NYK,2,10/29/16,,MEM,W,111,104,115.1,107.9,96.4,0.513,0.276,0.596,50.6,60,4.1,6.6,,0.566,11.4,17.1,0.329,,0.483,11,76.1,0.244
NYK,3,11/1/16,@,DET,L,89,102,93.9,107.7,94.7,0.174,0.256,0.481,47.3,51.4,6.3,11.8,,0.448,10.6,17.4,0.14,,0.506,9.2,77.8,0.135
NYK,4,11/2/16,,HOU,L,99,118,98.8,117.7,100.2,0.294,0.235,0.516,38.6,48.6,10,12.2,,0.482,14.3,16.7,0.2,,0.556,15.8,58.7,0.213
NYK,5,11/4/16,@,CHI,W,117,104,130.9,116.4,89.4,0.236,0.236,0.595,48.8,69.6,7.8,3.3,,0.567,4.8,28.9,0.18,,0.488,11.1,65.9,0.262
NYK,6,11/6/16,,UTA,L,109,114,119.8,125.2,91,0.229,0.241,0.597,53.4,42.9,8.8,10,,0.554,11.6,27,0.205,,0.56,10,80.6,0.4
NYK,7,11/9/16,,BRK,W,110,96,108.7,94.9,101.2,0.185,0.326,0.553,55.6,56.8,10.9,10.9,,0.533,12.3,21.4,0.13,,0.487,16.5,85.4,0.241
NYK,8,11/11/16,@,BOS,L,87,115,85.8,113.4,101.4,0.181,0.245,0.429,51.8,57.6,6.9,17.5,,0.383,19.8,38.2,0.16,,0.45,12.1,65.5,0.378
NYK,9,11/12/16,@,TOR,L,107,118,108.5,119.6,98.6,0.165,0.237,0.514,52.7,43.2,3,3.3,,0.49,13.3,34,0.124,,0.512,9.9,74.4,0.398
NYK,10,11/14/16,,DAL,W,93,77,107.2,88.8,86.8,0.231,0.321,0.541,56,52.9,5.8,8.8,,0.494,16.5,32.6,0.205,,0.411,11,77.1,0.095
NYK,11,11/16/16,,DET,W,105,102,116.6,113.3,90,0.204,0.269,0.518,56.5,57.1,8.9,14.5,,0.5,8.2,37.3,0.129,,0.541,10,80.5,0.118
NYK,12,11/17/16,@,WAS,L,112,119,118,125.4,94.9,0.233,0.337,0.591,49.3,56.1,9.5,1.8,,0.547,12.1,25,0.209,,0.636,14.4,78.8,0.198
NYK,13,11/20/16,,ATL,W,104,94,108.5,98,95.9,0.159,0.307,0.552,51,50,8.3,1.6,,0.534,13.7,24.4,0.114,,0.435,11.7,73.6,0.235
NYK,14,11/22/16,,POR,W,107,103,107.5,103.5,99.5,0.083,0.302,0.538,49.4,57.8,8,7.8,,0.516,11.6,23.3,0.083,,0.477,14.1,75,0.244
NYK,15,11/25/16,,CHO,W,113,111,107.6,105.7,95.1,0.134,0.289,0.55,54.5,57.8,8.6,12.5,,0.521,13.5,26.5,0.124,,0.505,11,80.8,0.183
NYK,16,11/26/16,@,CHO,L,102,107,103.1,108.2,98.9,0.204,0.327,0.478,46.9,70.3,9.1,10.3,,0.439,7,19.2,0.163,,0.488,9.2,78.3,0.363
NYK,17,11/28/16,,OKC,L,103,112,110.1,119.7,93.5,0.308,0.209,0.498,43,55.6,9.6,15.7,,0.429,4.6,25,0.275,,0.543,12.3,62.2,0.13
NYK,18,11/30/16,@,MIN,W,106,104,112.4,110.3,94.3,0.165,0.352,0.543,49.4,58.5,8.5,5.2,,0.522,11.8,29.3,0.121,,0.468,13.7,71.1,0.416
NYK,19,12/2/16,,MIN,W,118,114,119.7,115.6,98.6,0.349,0.36,0.595,50,63.4,9.1,10,,0.547,13.1,26.8,0.279,,0.523,12.4,71.1,0.25
NYK,20,12/4/16,,SAC,W,106,98,106.1,98.1,99.9,0.273,0.33,0.538,53.2,51.3,5,14.5,,0.506,15.4,29.8,0.193,,0.366,9,71,0.278
NYK,21,12/6/16,@,MIA,W,114,103,121.9,110.2,93.5,0.163,0.255,0.543,53.5,45.8,6.4,9.4,,0.526,8.7,37.5,0.112,,0.489,9,68.6,0.18
NYK,22,12/7/16,,CLE,L,94,126,100.2,134.3,93.8,0.172,0.356,0.502,48.3,62.9,6.4,7.5,,0.466,14.6,26.5,0.149,,0.625,11.4,75,0.325
NYK,23,12/9/16,@,SAC,W,103,100,106.1,103,97.1,0.298,0.345,0.542,58.1,61.1,3.1,10.2,,0.488,14.4,26.7,0.25,,0.443,6.6,87.5,0.264
NYK,24,12/11/16,@,LAL,W,118,112,119.1,113,99.1,0.369,0.262,0.604,51.8,51.2,9.1,18.3,,0.548,9.3,20,0.31,,0.534,12.5,80,0.205
NYK,25,12/13/16,@,PHO,L,111,113,102.6,104.4,98,0.392,0.206,0.488,41.3,60.5,9.2,6.3,,0.428,10.3,19.6,0.289,,0.457,13.7,66.7,0.301
NYK,26,12/15/16,@,GSW,L,90,103,91.5,104.7,98.4,0.204,0.226,0.444,46.2,50,10.2,7.8,,0.435,9.8,25,0.097,,0.516,14.6,70,0.042
NYK,27,12/17/16,@,DEN,L,114,127,117.3,130.7,97.2,0.488,0.288,0.587,46.1,51.4,6.2,6.3,,0.488,10.2,23.1,0.45,,0.611,8.9,70.3,0.189
NYK,28,12/20/16,,IND,W,118,111,114.2,107.4,103.4,0.239,0.261,0.607,50.6,54.5,5.8,11.8,,0.574,12.6,10.8,0.193,,0.462,7.9,78.8,0.297
NYK,29,12/22/16,,ORL,W,106,95,108.1,96.9,98.1,0.177,0.208,0.512,55.9,63.4,9.2,14.3,,0.474,12.7,36.7,0.156,,0.461,14.2,77.3,0.133
NYK,30,12/25/16,,BOS,L,114,119,121.4,126.7,93.9,0.31,0.264,0.576,55.7,26.8,5.3,10.5,,0.517,14.7,38.6,0.276,,0.559,4.7,72.7,0.161
NYK,31,12/28/16,@,ATL,L,98,102,94,97.9,94.4,0.28,0.29,0.469,50,57.1,7.7,9.5,,0.414,14,26.9,0.226,,0.401,10.3,70.7,0.208
NYK,32,12/30/16,@,NOP,L,92,104,90.5,102.3,101.7,0.172,0.247,0.46,54.3,51.4,6.9,10.7,,0.414,12.3,20,0.161,,0.518,12.3,95.2,0.188
NYK,33,12/31/16,@,HOU,L,122,129,116.1,122.7,105.1,0.238,0.305,0.526,51.1,44.7,6.7,8.1,,0.495,5.7,26.5,0.171,,0.571,11,77.8,0.261
NYK,34,1/2/17,,ORL,L,103,115,110.5,123.4,93.2,0.289,0.253,0.55,54.1,46.2,7.5,8.3,,0.518,16.1,38.1,0.205,,0.577,11,69.8,0.11
NYK,35,1/4/17,,MIL,L,104,105,109.2,110.3,95.2,0.128,0.298,0.524,52.3,61.9,9.5,6,,0.516,11.6,30,0.074,,0.532,12.4,81.6,0.282
NYK,36,1/6/17,@,MIL,W,116,111,121.2,115.9,95.7,0.325,0.277,0.611,53.3,70.7,5.2,10.7,,0.572,12.9,27.5,0.253,,0.577,13.4,82.9,0.269
NYK,37,1/7/17,@,IND,L,109,123,104.4,117.8,104.4,0.276,0.356,0.559,37.6,62.5,8.6,11.3,,0.529,14.8,12.8,0.195,,0.564,16.2,68.4,0.302
NYK,38,1/9/17,,NOP,L,96,110,105.8,121.3,90.7,0.188,0.341,0.522,53.6,47.2,5.5,7,,0.488,13.2,27.9,0.153,,0.56,8,80.5,0.19
NYK,39,1/11/17,@,PHI,L,97,98,103.3,104.3,93.9,0.116,0.256,0.537,46,47.6,7.5,11.9,,0.512,12.6,21.6,0.105,,0.426,11.8,64,0.179
NYK,40,1/12/17,,CHI,W,104,89,115,98.4,90.4,0.12,0.25,0.537,52.7,47.7,3.3,9.9,,0.516,11,37,0.098,,0.41,10.9,68.9,0.18
NYK,41,1/15/17,@,TOR,L,101,116,105.5,121.1,95.8,0.321,0.345,0.527,49.4,60,7.3,10.4,,0.488,12.7,25.6,0.226,,0.539,9.2,75,0.225
NYK,42,1/16/17,,ATL,L,107,108,110.5,111.6,96.8,0.271,0.306,0.562,59.6,50,8.3,5.5,,0.541,15.9,34.9,0.176,,0.529,9.3,82.6,0.184
NYK,43,1/18/17,@,BOS,W,117,106,125.9,114,93,0.198,0.275,0.591,63.3,58.7,2.2,13.8,,0.56,12.4,42.9,0.165,,0.434,2.8,81.3,0.297
NYK,44,1/19/17,,WAS,L,110,113,116.8,120,94.2,0.244,0.267,0.552,50.6,47.6,7.4,7.1,,0.506,9.1,31.8,0.211,,0.574,13.7,73,0.136
NYK,45,1/21/17,,PHO,L,105,107,114.9,117.1,91.4,0.18,0.236,0.547,51.1,50,6.6,4.9,,0.511,11.1,33.3,0.157,,0.488,11.8,68.9,0.282
NYK,46,1/23/17,@,IND,W,109,103,111.5,105.4,97.8,0.461,0.289,0.596,53.8,54.3,8.2,11.7,,0.513,13.3,16.7,0.408,,0.483,10.2,84.1,0.233
NYK,47,1/25/17,@,DAL,L,95,103,102.6,111.2,92.6,0.13,0.25,0.488,60.4,43.6,4.3,3.5,,0.462,15.6,38.3,0.109,,0.506,7,84.1,0.229
NYK,48,1/27/17,,CHO,W,110,107,111.3,108.2,98.9,0.135,0.281,0.541,50.5,47.8,8.1,18.9,,0.526,9,22.4,0.094,,0.517,11.9,80.4,0.156
NYK,49,1/29/17,@,ATL,L,139,142,107.1,109.4,91.6,0.18,0.398,0.503,49.6,62.7,6.9,12.5,,0.469,8,24.2,0.148,,0.479,9.3,73.8,0.235
NYK,50,1/31/17,@,WAS,L,101,117,105.4,122.1,95.8,0.376,0.258,0.466,52.6,52.9,8.4,3,,0.392,10,37.3,0.301,,0.597,11.3,76.3,0.136
NYK,51,2/1/17,@,BRK,W,95,90,94.7,89.7,100.3,0.313,0.273,0.422,54.2,65.7,15.9,11.1,,0.384,10.3,36.2,0.192,,0.449,17.4,75.5,0.125
NYK,52,2/4/17,,CLE,L,104,111,111.3,118.8,93.4,0.326,0.36,0.529,46.2,59,9.6,15.9,,0.523,9.2,26,0.163,,0.583,14,70.7,0.155
NYK,53,2/6/17,,LAL,L,107,121,105.6,119.5,101.3,0.402,0.256,0.554,42.1,43.2,3.9,5.4,,0.494,14.2,14.6,0.317,,0.471,5.7,63,0.245
NYK,54,2/8/17,,LAC,L,115,119,118,122.1,97.5,0.196,0.293,0.575,46.6,54.3,9.2,7.5,,0.543,9.9,26.7,0.163,,0.543,9.5,67.4,0.207
NYK,55,2/10/17,,DEN,L,123,131,129.8,138.3,94.7,0.054,0.409,0.646,42.9,69.2,10.6,7.9,,0.645,9.5,26.3,0.032,,0.653,13.1,59,0.074
NYK,56,2/12/17,,SAS,W,94,90,105.4,100.9,89.2,0.309,0.206,0.608,48.9,52.9,5.6,12.9,,0.566,19.7,16.7,0.25,,0.396,9.8,65,0.198
NYK,57,2/15/17,@,OKC,L,105,116,105.7,116.8,99.4,0.163,0.244,0.57,44.8,46.3,8.1,18.5,,0.541,14,14.3,0.14,,0.534,10.6,73.3,0.25
NYK,58,2/23/17,@,CLE,L,104,119,105.6,120.8,98.5,0.168,0.257,0.479,53.2,57.1,4.1,14.3,,0.455,10,30.8,0.119,,0.615,11.4,81,0.138
NYK,59,2/25/17,,PHI,W,110,109,111.4,110.4,98.7,0.253,0.231,0.544,46.8,48.8,6.1,10.9,,0.505,9.8,22.7,0.198,,0.458,9.3,68,0.232
NYK,60,2/27/17,,TOR,L,91,92,103.7,104.9,87.7,0.26,0.329,0.559,49.4,51.5,11.4,11.5,,0.514,17.3,21.1,0.219,,0.468,12,74.4,0.244
NYK,61,3/1/17,@,ORL,W,101,90,109.8,97.8,92,0.383,0.358,0.534,53.8,61.8,9.8,5.2,,0.469,10.4,27.7,0.309,,0.44,11.5,80.4,0.205
NYK,62,3/3/17,@,PHI,L,102,105,105.5,108.6,96.7,0.393,0.25,0.518,45.1,42.4,10.3,5.5,,0.435,9.2,19.1,0.345,,0.488,13.4,72.7,0.289
NYK,63,3/5/17,,GSW,L,105,112,113.4,120.9,92.6,0.301,0.265,0.559,57.3,46.2,5.4,11.3,,0.512,13.8,33.3,0.241,,0.528,7.5,76.1,0.216
NYK,64,3/6/17,@,ORL,W,113,105,120.2,111.7,94,0.326,0.163,0.575,51.7,65,6.4,1.9,,0.5,8.4,27.9,0.314,,0.524,12,75,0.188
NYK,65,3/8/17,@,MIL,L,93,104,101,113,92,0.143,0.25,0.521,48.3,56.4,4.3,10,,0.506,14.4,22.7,0.095,,0.477,7.5,73.3,0.256
NYK,66,3/11/17,@,DET,L,92,112,96.2,117.1,95.6,0.134,0.366,0.53,46.3,72.2,4.2,10.1,,0.518,17.2,17.8,0.085,,0.526,6.3,72,0.115
NYK,67,3/12/17,@,BRK,L,112,120,112.2,120.2,99.8,0.34,0.245,0.518,43.9,56.4,5,16.3,,0.457,7.7,20.8,0.277,,0.569,10.7,71.1,0.241
NYK,68,3/14/17,,IND,W,87,81,94.1,87.6,92.5,0.157,0.337,0.49,49.5,60,8.7,6.9,,0.476,13.6,22,0.096,,0.414,14.6,74.5,0.103
NYK,69,3/16/17,,BRK,L,110,121,111.3,122.4,98.8,0.295,0.205,0.553,40,48.8,6.1,7.4,,0.483,6.6,11.6,0.284,,0.535,11.4,69,0.337
NYK,70,3/20/17,@,LAC,L,105,114,109.9,119.3,95.5,0.27,0.27,0.527,52.7,60,6.3,1.8,,0.483,10.8,29.2,0.213,,0.552,8.4,79.1,0.207
NYK,71,3/22/17,@,UTA,L,101,108,115.7,123.7,87.3,0.225,0.263,0.574,42.9,50,5.7,1.6,,0.531,11.1,24.3,0.2,,0.494,7.2,57.4,0.211
NYK,72,3/23/17,@,POR,L,95,110,99.6,115.4,95.3,0.227,0.25,0.491,44.4,63.9,5.2,15.3,,0.438,10.2,18.4,0.205,,0.556,12.3,75.6,0.263
NYK,73,3/25/17,@,SAS,L,98,106,101.3,109.6,96.7,0.172,0.115,0.524,47.4,58.5,6.2,6.8,,0.489,14.6,26.1,0.149,,0.505,12,67.3,0.061
NYK,74,3/27/17,,DET,W,109,95,113,98.4,96.5,0.155,0.25,0.607,46.8,57.8,13.5,8.2,,0.577,11.8,11.8,0.143,,0.482,16.2,73.3,0.167
NYK,75,3/29/17,,MIA,L,88,105,96.4,115,91.3,0.236,0.281,0.448,56.5,57.6,2.2,10.2,,0.399,12.5,34.7,0.191,,0.548,9.9,81.4,0.155
NYK,76,3/31/17,@,MIA,W,98,94,106.7,102.4,91.8,0.213,0.2,0.56,48.8,65.8,9.8,10,,0.513,13.8,21.1,0.2,,0.458,12.1,73.8,0.217
NYK,77,4/2/17,,BOS,L,94,110,99.3,116.2,94.7,0.294,0.294,0.49,43.8,60.6,12.7,5.7,,0.429,10.3,18.2,0.247,,0.639,16.9,82.8,0.25
NYK,78,4/4/17,,CHI,W,100,91,107.7,98,92.9,0.18,0.258,0.521,59.3,61.9,4.3,13.8,,0.506,12.7,38.1,0.112,,0.412,12.8,77.6,0.247
NYK,79,4/6/17,,WAS,L,103,106,114.8,118.2,89.7,0.221,0.211,0.494,55.7,50,10,5,,0.458,9.5,40,0.168,,0.581,13.1,76.3,0.27
NYK,80,4/7/17,@,MEM,L,88,101,106.6,122.3,82.6,0.148,0.318,0.469,51.9,52.6,9.7,8.3,,0.466,6,32.6,0.068,,0.607,13,78.8,0.133
NYK,81,4/9/17,,TOR,L,97,110,106.2,120.4,91.3,0.183,0.341,0.547,46.8,73,6.6,2.2,,0.506,11,14.3,0.171,,0.584,10.3,85.7,0.26
NYK,82,4/12/17,,PHI,W,114,113,120.9,119.8,94.3,0.386,0.265,0.587,52.5,41.5,5.3,10,,0.548,16.4,43.6,0.277,,0.532,10.5,61,0.151
PHI,1,10/26/16,,OKC,L,97,103,96.7,102.6,100.3,0.298,0.286,0.511,44.8,58.3,5,13.9,,0.47,12,11.1,0.214,,0.447,8.7,74.5,0.202
PHI,2,10/29/16,,ATL,L,72,104,71.8,103.7,100.3,0.188,0.225,0.416,45.3,57.1,9,7.7,,0.381,18.8,8.9,0.138,,0.524,11.2,85.4,0.176
PHI,3,11/1/16,,ORL,L,101,103,106.7,108.9,94.6,0.198,0.247,0.574,51.9,70,5.3,11.8,,0.549,14.6,20.6,0.148,,0.484,9.1,74.5,0.14
PHI,4,11/2/16,@,CHO,L,93,109,96.4,113,96.5,0.174,0.442,0.502,45.7,67.6,8.3,4.4,,0.465,15.5,18.6,0.151,,0.576,14.2,76.3,0.228
PHI,5,11/5/16,,CLE,L,101,102,98.7,99.7,102.3,0.138,0.437,0.547,47.9,52.5,8.8,17,,0.54,15.6,11.6,0.08,,0.484,13.9,78.4,0.154
PHI,6,11/7/16,,UTA,L,84,109,90.2,117,93.1,0.286,0.273,0.485,48.3,51.6,5.4,3,,0.448,17.2,20.5,0.195,,0.571,9.6,76.7,0.141
PHI,7,11/9/16,@,IND,L,115,122,107.2,113.7,97.1,0.2,0.379,0.556,50,50,10.3,8.5,,0.558,14.1,21.7,0.095,,0.594,13.9,82.5,0.167
PHI,8,11/11/16,,IND,W,109,105,104.4,100.6,94.5,0.36,0.372,0.547,57.4,66.7,6.7,8.7,,0.483,16,26.5,0.302,,0.472,11.7,91.1,0.25
PHI,9,11/12/16,@,ATL,L,96,117,96.6,117.7,99.4,0.241,0.349,0.523,42.9,58.3,14.1,6.3,,0.5,17.1,21.3,0.157,,0.574,13.7,65.9,0.084
PHI,10,11/14/16,@,HOU,L,88,115,91,118.9,96.7,0.189,0.244,0.451,41.5,52.9,10.3,13.7,,0.406,11,20.4,0.167,,0.577,14.7,64.4,0.11
PHI,11,11/16/16,,WAS,W,109,102,111.2,104.1,98,0.286,0.364,0.629,50.6,71.4,6.1,1.5,,0.61,16.4,14.7,0.195,,0.462,9.7,76.6,0.198
PHI,12,11/17/16,@,MIN,L,86,110,95.4,122.1,90.1,0.229,0.386,0.471,45.5,48.4,10,3.4,,0.428,14.1,27.7,0.181,,0.548,12.3,65.9,0.214
PHI,13,11/19/16,,PHO,W,120,105,113.2,99,106,0.233,0.407,0.633,50,73.3,10.4,12.7,,0.622,16,15.8,0.151,,0.457,12.3,76,0.228
PHI,14,11/21/16,,MIA,W,101,94,111.5,103.8,90.6,0.256,0.333,0.582,44.4,56.8,8.8,8.8,,0.545,13.9,19.4,0.205,,0.426,11.5,61.1,0.216
PHI,15,11/23/16,,MEM,L,99,104,85.9,90.3,95.4,0.247,0.387,0.48,54.9,68.6,7.8,14.3,,0.441,20.1,17.8,0.183,,0.434,12,84.2,0.182
PHI,16,11/25/16,,CHI,L,89,105,89.8,105.9,99.1,0.282,0.282,0.508,48.5,58.1,7.1,11.6,,0.455,17.8,16.7,0.231,,0.478,10.6,78.4,0.211
PHI,17,11/27/16,,CLE,L,108,112,111.8,115.9,96.6,0.109,0.37,0.56,52.1,67.4,5.2,9.6,,0.549,14.2,28.9,0.076,,0.478,7.9,72.5,0.261
PHI,18,11/28/16,@,TOR,L,95,122,103.4,132.7,91.9,0.151,0.395,0.518,47.5,75,9.8,6.9,,0.5,13.2,26.1,0.105,,0.63,11.7,76.5,0.325
PHI,19,12/2/16,,ORL,L,88,105,96.6,115.3,91.1,0.105,0.337,0.443,49.5,66.7,3.3,11.5,,0.426,9.1,27.3,0.074,,0.558,10.1,81.6,0.231
PHI,20,12/3/16,,BOS,L,106,107,115.7,116.8,91.6,0.342,0.434,0.606,50.7,57.1,5.5,6,,0.559,14.6,20.5,0.276,,0.553,10.1,83.3,0.303
PHI,21,12/5/16,,DEN,L,98,106,99.8,107.9,98.2,0.267,0.36,0.51,49.4,57.1,12.2,20.4,,0.471,15,25.5,0.198,,0.526,17.3,76.2,0.342
PHI,22,12/6/16,@,MEM,L,91,96,92.1,97.2,98.8,0.317,0.5,0.487,45.9,65.6,5.1,10.1,,0.476,14.6,18,0.159,,0.395,11.4,75,0.326
PHI,23,12/8/16,@,NOP,W,99,88,107.1,95.2,92.5,0.143,0.44,0.512,49.5,69.2,8.7,13.6,,0.495,9.4,23.4,0.099,,0.435,11.4,76.1,0.179
PHI,24,12/11/16,@,DET,W,97,79,107.5,87.5,90.2,0.25,0.25,0.643,55.3,63.2,12.2,6.3,,0.61,20.9,17.2,0.206,,0.421,14.5,78.7,0.122
PHI,25,12/14/16,,TOR,L,114,123,122.1,131.8,93.3,0.291,0.337,0.588,52.4,67.4,5.4,6.9,,0.552,12.6,36.8,0.221,,0.529,8,65.9,0.356
PHI,26,12/16/16,,LAL,L,89,100,91.1,102.3,97.7,0.273,0.352,0.452,51.1,68.8,7.2,8.2,,0.398,14.7,29.6,0.216,,0.513,18.4,80,0.241
PHI,27,12/18/16,,BRK,W,108,107,107.4,106.4,100.6,0.261,0.318,0.55,52.2,60.5,5,10.6,,0.5,14.8,26.5,0.227,,0.519,14.5,82.9,0.284
PHI,28,12/20/16,,NOP,L,93,108,96,111.4,96.9,0.256,0.402,0.51,43.4,54.5,6.2,10.5,,0.47,12.5,13,0.195,,0.484,9.5,69.8,0.194
PHI,29,12/23/16,@,PHO,L,116,123,115,121.9,100.9,0.265,0.373,0.626,39.4,54.8,6.9,11.3,,0.584,17,20,0.229,,0.608,17.3,64.5,0.342
PHI,30,12/26/16,@,SAC,L,100,102,101.1,103.1,98.9,0.228,0.316,0.575,47.5,51.3,13.1,8.1,,0.551,20.2,21.6,0.165,,0.489,16.5,69.8,0.195
